entry_id,seq_num,word,word_type,english_example,kashmiri_word,kashmiri_example,urdu_translation,chinese_word,chinese_example,turkish_word,turkish_example
6573,2,toll,N,"The car was stopped to pay the toll.
",  ???? ,???? ???? ???? ??? ????? ????? ???????? ,???? ?? ??? ???? ?? ??? ??? ??? ????,??,???????????,Geçis ücreti,Ücretin ödenmesi için araç durduruldu.
6573,3,toll,N,"The negligence of hygiene took a heavy toll of lives due to cholera.
",????????,??? ????? ????? ???? ?? ??????? ??? ??????? ????? ?????? ????? ????? ??????? ????? ????? ?????? ?????,????? ??? ?? ???????? ?? ???? ?? ??? ?? ????? ?? ????? ????? ???????,??,?????????????????,Geçis ücreti,Hijyen ihmali kolera nedeniyle agir can kaybina neden oldu.
6574,1,tomorrow,Adv,"I will play badminton tomorrow.
",??????,??? ?????? ???? ??????? ?,"??? ?? ??????? ?????? ???
",??,?????????,Yarin,Yarin badminton oynayacagim.
6574,2,tomorrow,N,"Tomorrow is Monday.
",??????,???? ??? ??????? ??? ?,"?? ??? ???
",??,???????,Yarin,Yarin Pazartesi.
6575,1,ton,N,"A ton is a measure of weight.
",???,??? ??? ??? ?????? ??? ??????? ?," ?? ??? ?? ??? ?????? ???
",?,?????????,ton,Ton bir agirlik ölçüsüdür.
6576,1,tone,N,"Tony plays an accordian which has an excellent tone.
",????,???? ??? ????????? ????? ???? ?????? ??? ???? ???? ,????  ???????? ????? ?? ?? ??? ??????? ?? ????? ???,??,???????,?????,ton,Tony mükemmel bir tona sahip bir akordeon çaliyor.
6576,2,tone,N,"The Beijing dialect uses four tones.
",?????,?????????? ??? ????? ??? ??? ?????,????? ???? ??? ??? ???? ??????? ???? ????,??,????????,ton,Pekin lehçesi dört ton kullanir.
6576,3,tone,N,"They tested his hearing with pure tones of different frequencies.
",????,???? ??????? ???? ????? ?????? ?????? ?????  ???? ?????? ????? ????? ?????,????? ?? ????? ????? ?? ???? ????? ?? ?? ?? ????? ?? ???? ???,??,??????????????????,ton,Isitme duyusunu farkli frekanslardaki saf tonlarla test ettiler.
6576,4,tone,N,,,,,??,,ton,
6576,5,tone,N,"The manager spoke to the employer in a indignant tone.
",????,?????? ??? ????? ???????? ???? ??? ???? ???? ????,????? ?? ???? ????? ?? ??? ?? ???? ???? ??? ??? ???,??,??????????????,ton,Yönetici öfkeli bir ses tonuyla isverenle konustu.
6576,6,tone,VT,"Let`s tone our muscles.
",?????? ???????,?????? ????? ???? ????? ?,?? ???? ???? ???????,??,???????????,ton,Kaslarimizi sikilastiralim.
6577,1,tongue,N,"Clean your tongue well.
",????,????? ???? ??? ??? ????? ???? ,???? ???? ?? ???? ??? ??? ?????,??,?????????,dil,Dilinizi güzelce temizleyin.
6577,2,tongue,N,"He feels comfortable when he speaks in his mother tongue.
",???????????,??????? ??? ????? ????? ????? ???? ??? ??? ???? ??? ??? ???? ?????? ????? ,?? ?? ???? ????? ???? ??? ??? ???? ?? ?? ?? ???? ????? ???? ???,??,????????,???????,dil,Ana dilinde konustugunda kendini rahat hissediyor.
6577,3,tongue,N,"The tongue of my shoe has fallen somewhere.
",????,??? ??? ?????? ???? ??? ???? ?????? ?,???? ???? ?? ???? ???? ?? ??? ???,??,????????????,dil,Ayakkabimin dili bir yere düsmüs.
6577,4,tongue,VT,"He cannot control his tongue and hurts everyone.
",????? ???????,??? ?????? ????? ????? ????? ????? ?????? ??????? ??? ??? ??????? ??????? ????? ???? ,"?? ???? ???? ?? ???? ???? ?? ???? ??? ?? ?? ????? ???? ???
",??,??????????,???????,dil,Dilini kontrol edemiyor ve herkese zarar veriyor.
6578,1,tonight,Adv,"I am leaving Hyderabad tonight.
",??? ??? ?????,??? ??? ?? ???? ?????? ???? ????? ????? ?,??? ?? ??? ???????? ?? ?? ??? ????,??,????????????,bu aksam,Bu gece Haydarabad'dan ayriliyorum.
6578,2,tonight,N,"She will stay here tonight.
",??? ?????, ?? ???? ?? ???? ??? ?????? ,"?? ?? ??? ???? ??? ???
",??,?????????,bu aksam,Bu gece burada kalacak.
6579,1,too,Adv,"She speaks too much.
",??????,?? ??? ?????? ????? ???? ?,"?? ??? ????? ????? ???
",?,??????,fazla,Çok fazla konusuyor.
6579,2,too,Adv,"This bag is too big to carry.
",??????,??? ??? ??? ?????? ???? ?????? ????? ?,"?? ??? ??????  ?? ??? ??? ??? ???
",?,??????,?????,fazla,Bu çanta tasinamayacak kadar büyük.
6579,3,too,Adv,"He has a Mercedes too.
",???,????? ??? ???????? ???? ??? ?,?? ?? ??? ??????  ??? ???,?,????????,fazla,Onun da bir Mercedes'i var.
6580,1,tool,N,"Take all the tools to repair your cycle.
",??????,????? ????? ?????? ????? ??? ???? ????? ?????,???? ?????? ?? ???? ?? ??? ???? ?????  ??????,??,???????????????,alet,Bisikletinizi onarmak için tüm aletleri alin.
6580,2,tool,N,"Computer has become a tool in every field of work.
",??????,???????? ??? ???????  ????? ????? ??????? ?????? ???? ?????? ????????,??????? ??? ?? ?? ???? ??? ????? ?? ??? ???,??,????????????????,alet,Bilgisayar her is alaninda bir araç haline gelmistir.
6580,3,tool,N,"I need a tool to repair this machine.
",????????????,??? ??? ??? ?????? ????? ????? ???? ??????? ???????,"???? ?? ???? ?? ???? ?? ??? ??? ????? ?? ????? ???
",??,???????????????,alet,Bu makineyi onarmak için bir alete ihtiyacim var.
6581,1,tooth,N,"My tooth is broken.
",?????,??? ??? ???? ????????,"???? ???? ??? ??? ???
",?,???????,dis,Disim kirildi.
6581,2,tooth,N,"The teeth of the saw are very sharp.
",?????,?????? ??? ???? ?????? ????,"??? ?? ???? ??? ??? ????
",?,?????????,dis,Testerenin disleri oldukça keskindir.
6581,3,tooth,V,"Rahul was very keen to tooth his friend.
",????????,??????? ??? ?????? ???  ???? ???? ???????? ?,"????? ???? ???? ?? ?????? ?? ??? ????? ????

",?,????????????????,dis,Rahul arkadasina dis vermeye çok hevesliydi.
6582,1,top,Adj,"All his relatives have occupied the top positions in the society.
",?????,???? ????????? ?????? ?????? ???? ??? ?????? ???? ????? ???????,?? ?? ???? ???? ??? ?????? ??? ????? ????? ?? ???? ????,??,??????????????????,tepe,Bütün akrabalari toplumda üst siralarda yer aldi.
6582,2,top,Adj,"He is a top man in the management.
",????????,??? ??? ????????? ???? ??? ??? ?,"?? ???????? ??? ??? ???? ???? ????
",??,???????????,tepe,Kendisi yönetimde üst düzey bir isim.
6582,3,top,Adj,"All his relatives have occupied the top positions in the society.
",?????,???? ????????? ?????? ?????? ???? ??? ?????? ???? ????? ??????,?? ?? ???? ???? ??? ?????? ??? ????? ????? ?? ???? ????,??,??????????????????,tepe,Bütün akrabalari toplumda üst siralarda yer aldi.
6582,4,top,Adj,"He is a top man in the management.
",????????,??? ??? ????????? ???? ??? ??? ,?? ???????? ??? ??? ???? ???? ????,??,???????????,tepe,Kendisi yönetimde üst düzey bir isim.
6582,5,top,N,"The mower cuts off the tops of the grass.
",??????? ?????,????? ????? ?????? ??? ?????  ????????? ????? ???? ,???? ????? ???? ?????  ???? ?? ????? ??? ?? ??? ???? ???,??,??????????,tepe,Biçme makinesi çimlerin üst kisimlarini keser.
6582,6,top,N,"Put your books on top of the desk.
",??????,????? ?????? ???? ???? ????? .,"???? ?????? ??? ?? ??????
",??,??????????,tepe,Kitaplarinizi masanin üstüne koyun.
6582,7,top,N,"The boy is playing with a top.
",?????????,?????? ??? ???????? ???? ??????? .,????  ??? ?? ???? ???? ??? ???,??,??????????,tepe,Çocuk topla oynuyor.
6582,8,top,N,"The girl was at the top of her voice when the intruder entered.
",????,?????? ????? ???  ??? ???? ?? ???? ???? ???????? ?????. ,???? ??? ?? ??? ?? ???? ?? ?? ????? ??? ??? ????,??,???????,?????????,tepe,Davetsiz misafir içeri girdiginde kiz yüksek sesle konusuyordu.
6582,9,top,N,"She got a bright red top for her birthday.
",??????????,???? ???? ????? ?? ??? ????? ??? ????? ??????.,?? ?? ???? ?????? ?? ??? ??? ???? ??? ???? ?????,??,????????????????,tepe,Dogum günü için parlak kirmizi bir bluz aldi.
6582,10,top,N,"He removed the top of the carton.
",???????,???? ??? ???? ??????? ?,?? ?? ????? ?? ????? ??? ??? ????,??,??????????,tepe,Kartonun üst kismini çikardi.
6582,11,top,VT,"Top the cake with cream and chocolate.
",??????? ???????,?????  ???? ????? ????? ??? ?????? .,??? ?? ???? ???? ??? ?????? ???  ????,??,?????????????,tepe,Pastanin üzerini krema ve çikolatayla süsleyin.
6582,12,top,VT,"We topped the mountain to have a clear view.
",????????? ???????????? ?????,???? ????? ???? ??? ???????? ???? ???? ??? ?????? ????? ,?? ??? ????? ?? ??? ???? ?? ???? ?? ????,??,???????,???????,tepe,Daha net görebilmek için dagin zirvesine çiktik.
6582,13,top,VT,"He has topped the list by securing majority of votes.
",??????? ?????????????? ?????????? ?????,?????? ?????? ???? ??? ????? ????? ???? ??? ??? ?????? ????  ??? ????? ????? ?,?? ??????? ??? ???? ?? ?? ???? ???? ?? ????,??,???????????,tepe,Oylarin çogunlugunu alarak listenin basinda yer aldi.
6582,14,top,VT,"He lost the game because he topped the ball in the last round.
",??????? ???? ??????,???? ???? ???? ??????? ??? ???? ???? ??????? ????? ?????? ??? ?,?? ???? ??? ??? ?????? ?? ?? ???? ????? ??? ????? ??? ???????,??,??????,???????????,tepe,Son turda topun üstüne çiktigi için oyunu kaybetti.
6583,1,topple,VT,"The books toppled from the shelf.
",???? ?????,?????? ?????? ?????? ?????? ?????,"?????? ???? ?? ?? ???
",??,??????????,devrilmek,Kitaplar raftan düstü.
6583,2,topple,VT,"The government was toppled by the opposition.
",?????,??????? ????? ?????? ????? ?,?????? ????? ?? ????? ?????? ,??,?????????,devrilmek,Hükümet muhalefet tarafindan devrildi.
6584,1,torture,N,"The torture was unaccountable for the jews.
",????,???????? ????? ??? ???? ???????? ???????,"""??????? ?? ??? ?? ???? ??????? ???? ????",??,?????????????????,iskence,Iskencenin nedeni Yahudilere açiklanamazdi.
6584,2,torture,VT,"The innocents were tortured by the jailor.
",????? ????,????? ?????  ???????? ??????,???? ?? ?????? ?? ?????? ?? ???? ?? ????? ????? ????,??,???????????,iskence,Masumlara gardiyan tarafindan iskence yapildi.
6585,1,toss,N,"They have lost the toss.
",???? ?????????,???? ???? ?????????,?? ??? ??? ??? ????,??,?????,atmak,Kurayi kaybettiler.
6585,2,toss,VTI,"Let us toss the coin.
",??? ????? ?????,????? ????? ???? ????????? ?,???? ??? ?? ????????,??,???????,atmak,Hadi parayi atalim.
6585,3,toss,VTI,"The boy could not sleep and spent the night tossing in bed. .
",??????????  ????,?????   ?????? ??? ????? ??? ???????? ???? ???? ??? ??????? ????? ?,???? ?? ?? ??? ??? ??? ?? ???? ?? ????? ???? ???? ,??,?????,???????? ?,atmak,Çocuk uyuyamadi ve geceyi yatakta savrularak geçirdi. .
6585,4,toss,VTI,"He tossed his head in anger.
",??????????????,???? ?????? ??? ?????? ???? ????? ?,?? ?? ??? ?? ?? ??????,??,????????,atmak,Öfkeyle basini salladi.
6586,1,total,Adj,"The total cost of the car is 3 lakhs.
",????????????,???? ????? ????? ?????? ??? ???? ???? ?,???? ?? ?? ???? 3 ???? ???? ???,???,????????30????,toplam,Arabanin toplam maliyeti 3 lakh.
6586,2,total,N,"India scored a total of 278 runs.
",???,?????????? ????  ??? ?? ???? ??? ???????? ????? ?,"????? ?? ?????? ??? ?? 278 ?? ??????
",???,???????278??,toplam,Hindistan toplam 278 kosu atti.
6586,3,total,V,"You havn`t done the total yet.
",??? ?????,??? ???? ??? ????? ??? ??????? ?,?? ?? ???? ?? ??? ???? ??? ???,???,?????????,toplam,Toplama islemini henüz yapmadiniz.
6586,4,totally,Adv,"You are totally different from your sister.
",??????,?? ????? ????? ?????? ????? ????? ??? ?,"?? ???? ??? ?? ????? ????? ????
",??,???????????,tamamen,Sen kiz kardesinden tamamen farklisin.
6587,1,touch,N,"He longed for the touch of her hand.
",?????? ?????,???  ??? ???? ?????? ???? ?????? ????? ????? ?,?? ?? ?? ?????? ?? ??? ??? ????,??,??????????,dokunmak,Onun elinin dokunusunu özlemisti.
6587,2,touch,N,"There was a touch of sarcasm in his tone.
",????,???? ??????? ????? ???? ??? ??? ????? ?????,"?? ?? ???? ???  ???? ?? ???  ????
",??,????????????,dokunmak,Sesinde bir alaycilik havasi vardi.
6587,3,touch,N,"At his touch, the room was filled with lights.
",?????? ?????,???? ?????? ???? ?????? ???????? ??????? ?????? ????? ?,"?? ?? ???? ?????  ??  ???? ????? ?? ??? ???
",??,??????,?????????,dokunmak,Onun dokunusuyla oda isiklarla doldu.
6587,4,touch,N,"Garnish the salad with a touch of garlic.
",???? ??????,???? ???? ??????? ?????  ???? ????? ???? ?,"???? ?? ???? ?? ???? ?? ??? ????

.",??,??????????,dokunmak,Salatayi bir miktar sarimsakla süsleyin.
6587,5,touch,N,"His work depicts the professional touch.
",????????,???? ?????? ????? ??? ????????? ???????? ?,"?? ?? ??? ???? ????? ????? ?? ???? ???? ???
",??,?????????????,dokunmak,Çalismalari profesyonel dokunusu yansitiyor.
6587,6,touch,N,"His music has a touch of Mozart.
",?????,???? ????? ??????? ???? ??? ??????? ????,"?? ?? ?????? ??? ?????? ?? ??? ???
",??,?????????????,dokunmak,Müziginde Mozart esintileri var.
6587,7,touch,VTI,"The two creepers are touching each other.
",?????????? ????? ???? ?????,?? ??? ??? ??? ????? ???? ???? ?,"????? ??? ??? ????? ?? ??? ??? ????
",??,??????????,dokunmak,Iki sürüngen birbirine dokunuyor.
6587,8,touch,VTI,"Please don`t touch it.
",?????? ?????,??????? ???????? ??? ??? ??? ???? ?,???? ??? ??? ???? ?? ?????,??,??????,dokunmak,Lütfen ona dokunmayin.
6587,9,touch,VTI,"The museum was not touched by the fire.
",???? ?????,?????? ????? ??? ??? ????? ???? ????????? ?,????? ??? ?? ?? ?? ??? ??? ????? ???? ?????? ????,??,????????????,dokunmak,Yangindan müze etkilenmedi.
6587,10,touch,VTI,"The news of his father`s death touched him deeply.
",????? ?????,???? ?????? ????? ??? ??????? ???? ??? ??? ???,?? ?? ???? ?? ??? ?? ??? ?? ????? ??? ????? ????,??,??????????????,dokunmak,Babasinin ölüm haberi onu derinden etkiledi.
6587,11,touched,Adj,"She was deeply touched by his story.
",???????,?? ????? ???? ????? ?????? ??????? ?????? ????? ???????? ,?? ?? ?? ????? ?? ??? ????? ???? ?,??,???????????,dokundum,Onun hikayesinden derinden etkilendi.
6587,12,touching,Adj,"Charles Dicken`s stories are touching.
",???? ???,????? ????? ?????? ???????? ??? ??? ??? ?????? ?,"""????? ???? ?? ??????? ?? ?? ????? ???? ????",??,???·??????????,dokunmak,Charles Dickens'in hikayeleri dokunakli.
6588,1,tough,Adj,"He is a tough person to deal with.
",?????,??? ???  ?????? ?????  ??? ????,?? ????? ?? ???  ??? ????  ??.,???,???????????,zorlu,Basa çikilmasi zor bir insandir.
6588,2,tough,Adj,"It is a tough glass.
",???????,??? ??? ??? ?????? ?????,"?? ??? ????? ???? ???
",???,??????????,zorlu,Sert bir camdir.
6588,3,tough,Adj,"Police are controlling the tough mob.
",????????,??????? ??? ?????? ??????? ????? ???? ?,????? ?????? ???? ?? ????  ?? ??? ???,???,??????????????,zorlu,Polis zorlu kalabaligi kontrol altinda tutuyor.
6588,4,tough,Adj,"It is rather a tough problem to solve.
",??????,??? ???? ??? ????? ????? ??? ?????? ???????,"??  ????? ?? ????  ????  ???
",???,?????????????,zorlu,Çözülmesi oldukça zor bir problem.
6589,1,tour,N,"We went on a tour to southern India.
",???,???? ????? ?????? ????????? ???? ????? ?,"?? ????? ????????  ??? ?? ??? ????
",??,??????????,tur,Güney Hindistan'a bir tura çiktik.
6589,2,tour,VI,"The Indian cricket team will be touring the West Indies next summer.
",???? ?????,??? ?????? ????? ??? ??????????? ???? ????? ???????????  ???? ?,"????????? ???? ???  ???? ???? ??? ????? ????????  ?? ???? ??? ???
",??,???????????????????????,tur,Hint kriket takimi önümüzdeki yaz Bati Hint Adalari turnesine çikacak.
6590,1,tourist,N,"There is a large influx of tourists in our country.
",????,????? ????? ???? ??? ?????? ????? ??? ??? ??????,"????? ??? ??? ?????? ??  ??? ??? ???
",??,??????????,turist,Ülkemizde büyük bir turist akini var.
6591,1,tow,N,"The truck gave him a tow to the garage.
",?????,?????? ???? ??? ??????? ?????,??? ?? ??? ?? ???? ????? ?? ????? ????,?,??????????,çekici,Kamyon onu garaja çekti.
6592,1,towards,Prep,"We are coming towards your house.
",???,???? ??? ?????? ??? ??? ???? ?,"?? ?? ?? ??? ?? ??? ???? ????
",?,?????????,karsi,Evinize dogru geliyoruz.
6592,2,toward,Adv,"It gets cooler towards evening.
",?????,????? ?????? ??? ???? ????? ????? ?,??? ?? ????  ????? ?? ???? ???,??,????,???????,karsi,Aksama dogru hava serinliyor.
6592,3,toward,Prep,"We walked towards the park.
",???,???? ???? ?????? ????,"?? ???? ?? ??? ?? ????
",??,????????,karsi,Parka dogru yürüdük.
6592,4,toward,Prep,"The concert was held towards the spirit of unity.
",????? ???????? ?????,?????? ?? ????? ?????? ? ????? ??? ????? ??????,"????? ????? ?? ???? ?? ??? ????? ??? ????
",??,?????????????,karsi,Konser birlik ruhuna yönelik gerçeklestirildi.
6592,5,toward,Prep,"We collected money towards orphanage.
",?????,???? ???? ????? ????? ????? ??????? ????,"?? ?? ???? ???? ?? ???? ??? ????? ????
",??,????????????,karsi,Yetimhane için para topladik.
6592,6,toward,Prep,"Computer will dominate towards the end of the century.
",??????????,??? ??????? ???? ??? ???? ?????????? ??????,"??????? ??? ?? ??? ?? ???? ???? ??? ???
",??,?????,???????????,karsi,Yüzyilin sonuna dogru bilgisayar hakim olacak.
6592,7,towards,Prep,"They are going towards his office.
",???,??? ????? ???? ??????? ????? ??? ??????,"?? ?? ?? ???? ?? ??? ????? ????
",?,????????????,karsi,Ofisine dogru gidiyorlar.
6593,1,tower,N,"We saw the Sears tower at Chicago.
",??????,???? ???? ????? ?????? ???????,"?? ?? ????? ??? ????? ????? ?? ??????
",?,???????????????,kule,Chicago'da Sears kulesini gördük.
6593,2,tower,V,"The building towered over the small houses in the area.
",????? ????, ??? ????? ??? ????? ???? ??????? ????? ?????? ?????? ?????," ?? ?????  ????? ??? ????? ?????? ?? ?????? ??? 
",?,????????????????,kule,Bina bölgedeki küçük evlerin üzerinde yükseliyordu.
6594,1,town,N,"We went to the town to purchase provisions.
",?????????,???? ?????? ??? ???????? ????? ??????,"?? ?????? ?? ??????? ?? ??? ??? ??? ????
",?,??????????,sehir,Erzak almak için sehre gittik.
6594,2,town,N,"The whole town came to greet him.
",?????????,????? ??? ?? ??? ????? ??? ????? ??????,"???? ??? ??? ????? ???? ????  ????
",?,??????????,sehir,Bütün kasaba onu karsilamaya geldi.
6595,1,toy,N,"The child is playing with a toy.
",???????,????? ??? ?????? ???? ???????,"??? ?????? ?? ???? ???? ??? ???
",??,????????,oyuncak,Çocuk bir oyuncakla oynuyor.
6595,2,toy,N,"His latest toy is a computer.
",???????,???? ????? ????? ???????? ??? ?????????,"?? ?? ???? ???? ??????  ??????? ???
",??,????????????,oyuncak,En son oyuncagi bir bilgisayardir.
6595,3,toy,Adj,"He plays with a toy gun.
",???????,??? ??? ?????? ?????? ????????,"""?? ?????? ????? ?? ?????? ???",??,??????,oyuncak,Oyuncak tabancayla oynuyor.
6595,4,toy,V,"He has been toying with the idea of starting a new venture.
",?????? ?????? ???????? ????,??? ??? ???? ????? ?????? ??? ?????? ???? ?????? ?????? ??????? ??????,"?? ??? ??? ?????? ???? ???? ?? ???? ?? ???? ??? ???? ??? ?????? ??  ??? ???
",??,??????????????,oyuncak,Yeni bir girisim baslatma fikriyle oynuyordu.
6595,5,toy,V,"She was toying with her chocolate.
",??? ?????? ?????? ???????,?? ?? ????? ??????? ???? ????????,"?? ???? ?????? ?? ???? ???? ??? ????
",??,???????????,oyuncak,Çikolatasiyla oynuyordu.
6596,1,trace,N,"The thieves disappeared without a trace.
",?????,???? ????? ???? ??????? ???? ????,??? ???? ??? ???? ?? ???? ?? ????,??,???????????,iz,Hirsizlar iz birakmadan ortadan kayboldu.
6596,2,trace,N,"There is a trace of white in his hair.
",??????,????? ??? ????? ????? ??????? ????? ????,?? ?? ????? ??? ????? ?? ???? ???,??,???????????,iz,Saçinda beyazlik izi var.
6596,3,trace,VT,"You have to trace the bag which you have misplaced.
",?????????,??? ??? ??? ??? ???????? ??? ??? ?????? ?????,?? ?? ?? ??? ?? ??? ????? ???? ?? ?? ?? ??? ??? ???,??,???????????,iz,Kaybettiginiz çantanin izini sürmelisiniz.
6596,4,trace,VT,"The book traces the causes of the downfall of the Mughal empire.
",???? ?????,????? ???? ??? ???? ??????? ??? ?????? ????  ???? ?????  ????? ,???? ??? ????? ????? ?? ???? ?? ????? ?? ??? ????? ??? ???,??,?????????????????,iz,"Kitap, Babür imparatorlugunun çöküsünün nedenlerinin izini sürüyor."
6596,5,trace,VT,"Trace the map of India.
",????? ?????,????????? ??? ????? ??? ????,????? ?? ???? ???? ???? ?,??,???????,iz,Hindistan haritasini takip edin.
6596,6,trace,N,"She covered all the traces of her crime.
",???????,???? ????? ????? ?????? ???? ????????,"?? ?? ???? ??? ?? ???? ?????? ?? ????? ????
",??,???????????,iz,Suçunun tüm izlerini gizledi.
6596,7,tracing,N,"It is a tracing of a picture.
",?????,???  ??? ?????? ????? ????,"??  ????? ?? ???   ???
",??,??????????,izleme,Bu bir resmin kopyasidir.
6597,1,track,N,"The building has been constructed at the end of a dirt track.
",????,????? ??? ???? ???? ?????? ????? ????? ??????? ?????,?? ????? ??? ????? ?? ??? ??? ????? ?? ??? ???,??,?????????????,izlemek,Bina toprak bir yolun sonunda insa edilmistir.
6597,2,track,N,"We followed the track of our friend`s vehicle.
",??????????,???? ????? ????? ????? ?????? ???? ???????? ?????? ??????,??  ???? ???? ?? ???? ?? ?????? ??  ????,??,??????????????,izlemek,Arkadasimizin aracinin izini sürdük.
6597,3,track,N,"You should not walk across the railway track.
",?????,??? ??? ??? ???? ????? ???? ????? ?????,?? ?? ??????? ????  ?? ???? ???? ?????? ?,??,?????????,izlemek,Demiryolu hattinin üzerinden geçmemelisiniz.
6597,4,track,N,"Tracks are ready for the races.
",?????????,???? ??? ?????? ????? ?????,"????? ??? ?? ??? ???? ?? ?
",??,???????????,izlemek,Yarislar için pistler hazir.
6597,5,track,N,"A bulldozer is moving on the track.
",????,????? ?????   ??? ???????  ?????,?????  ?? ?????? ?? ??? ???,??,?????????????,izlemek,Bir buldozer pistte hareket ediyor.
6597,6,track,N,"Whitney Houston has given two tracks of her album.
",????????????,????? ?????? ????? ???? ?????? ??? ???? ??????,???? ?????? ?? ???? ????  ?? ???? ?? ???? ??,??,???·?????????????????,izlemek,Whitney Houston albümünden iki parça verdi.
6597,7,track,VI,"The police tracked the hideouts of the dacoits.
",??? ???????,?????????? ???? ?????? ?????? ???? ????? ???,"????? ?? ?????? ?? ??????? ?? ???? ??????
",??,?????????????,izlemek,"Polis, dacoitlerin saklandiklari yerleri takip etti."
6597,8,track,VI,"The director took a tracking shot of the picture.
",????? ?? ???? ?????,????????? ????? ????? ????? ???????? ????,"???????? ?? ????? ?? ?????? ??? ?????
",??,???????????????,izlemek,Yönetmen resmin takip görüntüsünü aldi.
6598,1,tract,N,"The tract is cleared for the construction work.
",????????????,??? ???? ??? ??????? ????? ????? ??? ????? ?????,???????? ??? ?? ??? ???? ??? ?? ?? ??? ???,?,????????,??????,yol,Insaat çalismalari için yol temizlendi.
6598,2,tract,N,"There are various tracts in the anatomy of our body.
",?????,????? ?????? ??? ???????? ???? ??? ?????? ?????,????? ??? ?? ??????? ??? ????? ??? ????,?,?????????????????,yol,Vücudumuzun anatomisinde çesitli yollar vardir.
6598,1,tractor,N,"He purchased a tractor.
",????????,???? ????? ??? ?????? ?????,"?? ?? ??? ?????? ??????
",???,?????????,traktör,Bir traktör satin aldi.
6599,1,trade,N,"Romans carried trade with india.
",?????? ? ????? ,????? ??? ?????????? ???? ????? ?????,"???? ???????? ?? ???? ????? ???? ????
",??,???????????,ticaret,Romalilar Hindistan'la ticaret yapiyordu.
6599,2,trade,V,"The businessmen have to trade with other countries.
",?????? ????????????? ?????,????????? ??? ???? ???? ???? ??? ?????? ???? ???????,?????? ?? ????? ????? ??  ??? ????? ???? ???? ???,??,??????????????,ticaret,Isadamlari baska ülkelerle ticaret yapmak zorunda kaliyor.
6599,3,trade,V,"He traded his stamp-collection for a coin-collection.
",?????? ????? ????? ?????,???? ???? ?????? ??? ????? ???? ??? ????? ????? ???? ???? ?????? ??? ????? ??????,"?? ?? ???? ??? ???  ?? ??????  ?? ???? ????? ?? ?????? ?? ??? ????
",??,??????????????,ticaret,Pul koleksiyonunu madeni para koleksiyonuyla takas etti.
6599,4,trader,N,"He is a trader.
",??????????????,??? ??? ??? ??????,"?? ??? ???? ???
",?,????????,tüccar,O bir tüccar.
6600,1,tradition,N,"It is our tradition.
",??????,??? ??? ??? ???????,"?? ????? ????? ???
",??,????????,gelenek,Bu bizim gelenegimizdir.
6600,2,traditional,Adj,"Farmers no longer use traditional methods in agriculture.
",???????,????????? ?????? ????????? ????? ???????? ??????? ??????? ?????,"???? ?? ????? ??? ?????? ????? ??????? ???? ?????
",???,??????????????,geleneksel,Çiftçiler artik tarimda geleneksel yöntemleri kullanmiyor.
6601,1,traffic,N,"The traffic was blocked.
",????????????????,????????? ??? ???? ?? ???? ??????,"?????? ?? ?????? ?? ????? ????? ??? ????
",??,???????,trafik,Trafik engellendi.
6601,2,traffic,N,"There is an increase in the import and export traffic.
",???????,????? ??? ????? ??? ?????? ???? ???? ???????,??????? ??? ???????  ?? ????? ??? ????? ??? ???,??,???????????,trafik,Ithalat ve ihracat trafiginde artis var.
6601,3,traffic,N,"Traffic has increased in the commercial sector.
",????????,?????? ????? ??? ???????? ???? ???? ???????,?????? ???? ?? ?????? ??? ????? ??? ???,??,?????????????,trafik,Ticari sektörde trafik artti.
6601,4,traffic,N,"Traffic in drugs has become a major concern of several countries.
",???????,??????? ????? ????? ??? ?????? ???? ???? ???? ???? ?????  ????? ???? ????????,?????? ?? ????? ??? ?? ????? ??? ????? ?? ???? ?? ??? ??,??,???????????????????,trafik,Uyusturucu trafigi birçok ülkenin ana endisesi haline geldi.
6602,1,tragedy,N,"The fall of a school bus into the river was a great tragedy.
",????????????,?????? ????? ????? ?????? ???? ????? ??? ??? ???? ???? ???????,???? ?? ?? ???? ??? ???? ??? ??? ????? ????,??,???????????????,trajedi,Bir okul otobüsünün nehre düsmesi büyük bir trajediydi.
6602,2,tragedy,N,"Shakespeare wrote many tragedies.
",???????,????????? ?????? ?????? ??????,"???????? ?? ??? ???? ????? ???? ??? 
",??,???????????,trajedi,Shakespeare birçok trajedi yazdi.
6602,3,tragic,Adj,"The drama had a tragic end.
",??????? ?????????,??????? ??? ????? ??? ?????,"????? ?? ??? ?????? ????? ????
",??,???????????,trajik,Dramanin trajik bir sonu vardi.
6603,1,trail,N,"The vagabond made a trail through the forest.
",????,????? ????? ??????? ?????? ?????,"????? ???? ?? ???? ??? ?? ????? ??????
",??,???????????????,iz,Serseri ormanda bir iz birakti.
6603,2,trail,N,"The tornado left a trail of destruction behind it.
",?????,??????? ????? ??? ???  ????? ?????? ????????,????? ??  ?????  ????? ?? ????? ???? ???,??,?????????????,iz,Kasirga arkasinda bir yikim izi birakti.
6603,3,trail,VT,"Her dress was trailing along the floor.
",?????????,???? ?????? ????? ??? ??????? ????? ?????????? ????,?? ?? ???? ??? ?? ???? ??  ??? ????,??,??????????,iz,Elbisesi yerde sürükleniyordu.
